text,label
你别结婚，别找对象就不用这么下操心了，省的秃得早,1
可以找 也有接受的 不藏着掖着就不会有人说你什么 购购那么可爱还有人不喜欢呢,0
既然你们这么厉害，先把在南方打工数不胜数的北方人都请回北方去吧，别留在难满之地委屈了自己又为南方人贡献经济了😄,1
这关普信难什么事呢？,1
你说得河南人投井盖才是无关紧要的，都带调侃的味道，但广东是在文化种族等方面被黑，你别混淆视听,1
说明我国还是有一些封建思想余列的,1
不错，，吗的，，我算是知道了，，,1
珍爱生命远离亩人,1
举个例子 只有会咬人且凶悍的购 才会在大街上 见到人就叫 甚至去咬，然而大部分宠物购是不敢这样做的，除非饲养的主人是个脑残。你懂我意思了么？友善,1
我们应该联系男权吧，就算大男子主义再怎么样也应该不会支持难桶，更别说女同了,1
别，黑的血肉我想想都恶心,1
也不一定，人家说不定是找到了获取大蜱流量的方法呢,0
国外有敌对黑恶势力，收买国内一些下见二购子汉奸在国内做恶意引导～,1
反正基佬来山东河南河北 只敢学艺术文科,1
绝大多数过率离开化妆美颜啥样自己心里没数整容之后能不能看都不好说,1
男生的钱也是钱，男生的钱男生自己花！抵制天沟，拒绝上贡！经济自主！,1
反串募购冲掉就对了！,1
相比较来说我觉得普信难还可以一不危害社会，还能自强不息。相反对社会危害最大的是那些既当表子有立牌坊的人，这可不是什么荡妇羞辱，相反我对一些光明坦荡的性开放是持欣赏态度，现在某些群体又当又立的行为一直到了颠倒黑白混淆丑美的地步了。,1
全是正在反思中……,0
柜现任只会舔,1
我得提醒你一下gay一般即使看上直男也是想被上，不要操那么大的心😅,1
起吃达如猴？,1
你也不用着急，我的目标就是让那些思想保守，为了结婚不得已被国女疯狂割韭菜的中国男性，可以开眼看世界。让他们明白，这一代国女是个什么货色。第一手开始拆房子的是女全，既然你们已经开始拆房子了，那就把房子烧了，谁也别住。,1
行，没问题。我就觉得中国外娶率超过涉外婚姻的九成才是正常的。配得上国内女全发展的。,1
😄我一路人又不跟她上床，她又怎么知道我的尺寸然后跟她前任比。就是单纯歧视eg,1
什么法西斯,1
那种鬼畜幕购别理它,1
尊重个屁，女全这麽不尊重男性。要特权才是真的,1
这个图应该是隐喻就是国际母组与贵努公组贵天入寝者,1
是的，我是一位专业打击👊通杏恋的职业人士，我每天的工作就是观察👀谁是通杏恋，并且加以记录📝和跟踪，如果出现通杏恋有关的消息我会第一时间冲到现场，对其进行打击👊，打击你们通杏恋就是我生活的全部，我热爱我的工作，如果你们身边有通杏恋请告诉我😡我会狠狠的惩罚他们，谢谢🙏,1
我们这些元住民终于可以爬了,1
嗯，马上就有人说河南人投井盖了。,1
不会真有人想和笑仙女结婚吧不会吧不会吧,1
很合理啊，这不就是正常要求嘛？可惜过女基因不行。估计完成不了几条,1
我只是说有点伤心 没有很大的意见 太让人伤心指的是前面湖北发布关评论那件事 再说了 读错了我不能有意见？因为有意见所以被黑？你什么逻辑？我们受委屈都得憋着这样才不会被黑吗？反正我这个评论发出来说什么都会被说代表河南人的立场，我不想说太多，我要是没发这段话真的想让你知道你自己是什么牛马,1
恶心！滚去非洲，别把串串留在中国,1
难桶也会喜欢熊类，男人的身体魅力好不好只有正常的女人才知道,1
性需求没错呀。性需求排第一满出名而已。,0
谷爱凌这波风头，有没有可能是老美反向宣传？趁着跌停的出生率，鼓励外嫁！或者宣传白人至上？刚才还有个笑仙女怼我呢，说我影响人家改良中国人基因了，说我酸黄瓜酸死了我让她找她爸去了！,1
拟吗是买的吧,0
归根究底，广大普通女性若是靠近普信难，会不幸。这是最正确的结论。,1
末，沙东，这昵称有点东西,0
我在南方，这边人也不喜欢你们，好像。多从自身找元因，我在抖音聊天室，骂人最狠的就是东北人。。。。火药味十足的聊天氛围。。。。,1
你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际规制从雷及其它们后代从荤的理由对于你这点居心叵测的小心思我早已看透,1
这些女人真恶心，,1
黑河南和北方 最严重的是西南地区及东北地区 都是一群难满搞的鬼 他们没什么本事 只会在网络上破坏民族团结 搞国家分裂 因为他们有着不为人知的优越感！,1
笑仙女的后宫可以贷款帮她完成任务诶,1
人家不就说了个普信难吗，又没扫射全部男性，可就是架不住有些人着急对号入座😄,1
伞兵，我是友军，没看我是高级黑吗,1
用定时化学武器消灭黑跪人，不留一丝痕迹。,1
哪来的新闻，这样的新闻没上热搜不合理吧，警惕对女性形象不好的新闻所以笑仙女勒司机脖子的新闻上不了热搜，这种全是都爱看怎么没什么动静啊，不要把侮辱烈士的和全是混为一谈好吧。还有不知道为什么每次说拜金女，普信率，女生都爱矫情，不要靠近♀，会变得不幸，总有人出来对号入座，你没有上述特征自然不是在说你喽。又开始急了急了🐶😆,1
恐怕从这个尼从出生到现在都没洗过头吧！太恶心人了！光看到就反胃！这女的居然不嫌弃，看来是真爱了,1
新的反通讯怒十二字方阵挫其锐，解其纷；和其光，同其尘。挫其锐：1、通过言语公及来挫伤通讯怒的锐气，使其不敢安心出柜。2、使用科学的理论来攻击通讯怒的谬论，挫伤通讯怒的信心。解其纷：瓦解通讯怒纷乱的理论，坚持以下真理。1、通讯怒欲望产生的特征是天生的，而欲望产生的对象则是后生的。2、人的欲望并非一开始就那么强烈，而是通过x幻想和自卫不断强化的。和其光：让通讯怒自己意识到通讯怒的坏处，从而弱化其当通讯怒的信心。同其尘：让通讯怒意识到自己并没有多特殊，其实自己和他人一样。并帮助他们变回正常人。,1
像郑若璘和潘庆林和吴宗宪等等等一大蜱非常多民族豪杰都在反国际规制从雷及其它们后代从荤这些入寝社会的入寝者可是这些人在歸从租眼里基本上都是键盘侠,1
大家举报吧，有这一雷任真是种花家的不幸。,1
亩人和理客中一样恶心,1
首先我们应该先搞清楚通讯怒骗婚的目的。有很多通讯怒宣传说同性恋骗婚都是被父母逼的。这根本是错误的。因为现在的经济制度下，社会结婚率每况愈下，都快成为社会问题了。这说明外部的结婚压力已经没有大到必须要骗婚的程度了。这说明通讯怒骗婚不是被父母逼的，而是其本身有生殖的欲望，又怎么能说同通讯怒骗婚是被父母逼的呢？只要代运没有合法化，通讯怒为了其本身的生殖欲望而进行的骗婚就不会停止。而代运作为一种对女性的物化是具有很大的弊端的，怎么可能随便通过？且通讯怒是否是正常的，其成因到底是什么都没有一个结果。又怎能随意给其养育孩子的权利？而且即使通讯怒是正常的，就拿他们庞大的基数来说哪来那么多人给他们代孕？比起骗婚问题代孕问题更加重要。想通过代孕来解决骗婚不过是从一个小问题变成了一个大问题。与其通过妥协来解决骗婚问题倒不如解决通讯怒本身，通过限制通讯怒宣传，加强对通讯怒的监督，自然能够解决骗婚问题。而不是本末倒置的去允许其获得更大的社会权益，进而增加更多的社会矛盾。,1
当那些不懂英语的人把国外说唱哼几句就觉得自己很高大上，我个人感觉很恶心。我都不知道好听在哪里，只能告诉他们，不懂歌词就好好查一下什么意思，英语都不好好学，就说自己是说唱爱好者。那些黑人也是搞碰瓷的，平时跟自己的种群都叫N字开头，自己的说唱词里面见怪不怪。但别的肤色就不行，说了肯定要龙虎斗。还有就是他们侮辱女性都是b字开头，在大漂亮，那些女全都拿他们都没有办法。说真的，他们都把包容都在纵容。,1
广告宣传是女全重灾区，也是私企现在唯一被女全把持的地方。不认品牌，让私企裁掉广告宣传部门，网络女全消失一大半。,1
有很多种元因，黑河南、黑北方的都是难慢,1
控通怔：恐惧TXL不单单是异X恋者的问题。同X恋者中的控通者也很多。给药：他们大多受环境影响，因为周围的人都不接受txl，导致他们自己也无法接受自己是txl者，从而非常害怕承认自己的txl身份，伪装成异x恋骗婚以隐藏自己的x取向，有的甚至攻击同类实质完成自虐，现实有诸多例子。如果自己都不能接受自己，甚至因此恐惧与自己相同的人，那么这样的人一生将活在痛苦矛盾挣扎之中。这类控通者需要增强自己的自信和勇气，不要人云亦云，不要跟风，要有自己的主见。,1
知道点皮毛就来妄谈什么主义。民族主义是你理解的那样？人类对待一个群体，一般有两种模式：黑名单及其白名单模式。标出项是确立独立于群体的好人与坏人。黑名单模式：一般情况下，一个正常，品性较良的团体，会使用黑名单标出其中的品格劣等的人加以防范，采取一定措施，避免造成社会不安定等消极结果。白名单模式：在特殊情况下，出现了一个风评极差的群体，例如黑人，在这种情况下，使用正常的眼光对待已经不适合了，人们首先会把这个群体末认为极具危害性加以防范，但是会设立一个白名单，标出其中的异类。这两种情况，对于“劣“的证明会有较大区别。黑名单模式因为”劣“为少数的被标出项，基于公平元则，谁举证谁调查，所以只有当”劣“被识别者圈出来的时候才会去标出。而在白名单模式下，”劣“是普泛的，基于经济元则，被标出项需要对”我不劣“（非洲医生）自我证明再达到标出。但注意以上两点，都不算”歧视“！！这些都是基于历史（包括当下）得出的结果，是有行为接续性的，真正的歧视是无历史无缘由的标出，其元因不会最终落到被歧视主体头上（比如对亚裔的歧视是黄祸论的结果）,1
这种就是典型的废物龟♂了兄弟们，大家引以为戒,1
最后两张飞组,1
亩人应该把他自己和女性割裂开,1
“不仇女未必能让女全消失，但是仇女一定不能让女全消失，甚至会反向壮大女全”中华大地压迫了女性几千年，也没有出现过女全这种物种，可见女全也不是仇女壮大出来的，而是平权放任出来的,1
地域嗨币较典型的几个，按大区域东北被黑，按省河南被黑，二线城市武汉被黑，一线城市广州被黑🤣,1
这些话不是他们说的***包比如何？敢不敢赌,1
这亩人直接经典我一男的,1
不在中国地盘繁殖混种末，一切都好,1
很多基佬也弯变直跟异性结婚了，每个基佬跟异性结婚变回正常就没有同性恋出现，世界更美好。基佬反正都需要异性，应该专心治好病传宗接代孝顺父母,1
变态同性恋，用词精准,1
找不找我不会蜱判，但是你找了之后还要来得瑟一把，我就要蜱判了，最好这样的女孩子找了老黑之后跟着他回他的非洲大陆,1
你们的武士道精神呢？一刀劈S这个非区,1
成天带妹的天沟能不能死啊,1
警察还不让看脖子以下，下身是什么情况，几刀，割哪里了。每次看宁波工程学院黑人杀害我们国家大学生，和国内当官的，学校教育的纯作为。我肺都气炸了。,0
这种垃圾不值得生气，他会有报应的，现在就身燃艾资，想害更多人,1
现实里女全没网上猖狂可以了,0
我们人人祖传18代投井盖，上古时期就开始了，井盖都是我们发明的，不然不好解释怎么上古时期开始的。,1
表面不说 确实南方普遍其实北方 主要元因是以前穷，大量的人口流动，尤其是河南安徽山东东北大量人口汇入南方，其次四川人也很多到处走的，现在少了 但以前很多的犯罪活动都是外来流入人口做的,1
一眼真，也就木除能干得出来这种事,1
你需要更多的黑继把,1
让我们回到最初，看看性偏好是如何产生的。生物的最基本的目的在于存在，也就是进化论所说的适者生存，而这离不开繁殖行为。有性生殖物种通过性行为达成繁殖的目的，但是性行为是有能耗的，而生育行为更是成本高昂，从个体的角度来看无疑是不划算的，这也是为何现在生育率低下的元因之一。但是生育又是整个物种存续必不可少的手段之一。那么自然界是如何解决这一矛盾呢？就是通过本能，物种中的每个个体生来都带有不随意志转移的本能。通过性欲这种本能欲望为性交提供奖励，从而提高性行为发生的频率。但这只是第一步，就像前文所说，性行为是有成本的，不能够随意与任何对象发生，必须要有指向。而性欲的指向理所当然是能够与所在个体达成生殖目的的对象种类（性指向），或者说是这种对象种类的外在特征（性偏好）。从这一点可以得出，性偏好是有“正常”、“应然”的方向的，而这肯定不是同性恋、恋物癖、恋兽癖，甚至说是异性恋也不太准确。因为异性恋也包含了乱伦、恋老癖等异常性癖，但至少异性恋是充分条件。总而言之，性欲是进化而来的心理适应器，不应该指向同性。这也是正常性欲与同性恋等性癖存在本质不同的元因。,0
